"","BLUSH","DAISY","EAGLE","ELBOW","FENCE","FILMS","FLAGS","FOGGY","HUMAN","HUMOR","IMAGE","INTRO","IVORY","JUROR","KAYAK","LAKES","LASSO","LILAC","MAGIC","NURSE","ORBIT","PATCH","POETS","RADIO","RELIC","REMIX","RODEO","SCOPE","SHAWL","TANGO","TOPAZ","VENUE","VIDEO","VISTA","WALTZ","XEROX"
"PA2G4",1.837347599,0.038461878,-1.169981475,2.317135914,-0.985046006,-1.626221255,-0.863649501,-0.969449731,-0.366902203,-1.258103697,-1.574928814,2.980970427,0.088576118,0.981909197,-0.792247731,-1.929810184,-0.187468417,0.148670469,-0.586686841,-0.797352239,0.979008737,-1.273724684,0.481827957,2.017692943,2.094343515,0.814962016,0.561649087,-0.331851375,1.006672217,0.307343197,1.892227343,0.713902605,0.347661033,-1.170028496,-0.272556705,0.972152372
"PAFAH1B2",0.943104469,-0.08804019,-0.673422851,0.634657784,-0.612401449,-0.766070666,-0.367481552,-0.411074481,-0.19930623,-0.587898351,-0.713177356,1.274604027,0.204815438,0.561908924,-0.523199439,-0.948836694,-0.195208004,0.189513419,0.043590824,-0.658303533,1.112960802,-1.193409899,0.286603949,1.010010149,1.767425998,0.474874961,0.143678813,-0.059417156,0.857181573,0.336230826,1.117240745,0.569650796,0.250129524,-0.824667106,0.022838813,0.69592298
"PAK3",-0.14454902,0.081951481,0.382286635,-0.656535569,0.114418519,0.385746402,0.215284859,0.044354169,-0.044312705,0.341132909,0.24163851,-0.425016825,-0.105697868,-0.526810033,0.486025502,0.314018654,0.025155798,0.178500896,0.067133359,0.037328522,-0.157822593,0.328424976,-0.121747131,-0.393020825,-0.282502615,-0.213533511,0.023350983,0.1399653,-0.138156968,-0.04002332,-0.654619034,-0.177258455,-0.078597346,0.18860293,-0.105298777,-0.096947961
"PAK6",-0.100531962,-0.999632349,-1.185171158,-0.431700555,-1.818870108,-0.810741823,-1.126881358,0.470529987,-0.208514907,-0.605402284,-1.797556419,-0.580990425,-0.557156235,-0.179727738,-1.358134352,0.502626244,0.29528136,-0.519439664,-1.324359445,1.89236663,1.269425334,-0.386222969,-0.73323318,-1.531623977,2.018319794,-0.691355126,-1.784139195,-0.62935651,-1.883902499,0.418017279,-0.002144082,0.317146132,-0.237528434,-0.433592822,-0.052348337,-0.58509994
"PAK7",-0.12450026,-0.181938479,-0.508072632,1.083489614,0.038996891,-0.663102419,-0.290631041,0.710077834,-0.524988675,-0.181735152,-0.902945602,-0.412481794,0.186992654,1.300348314,-0.773761571,-0.332749836,0.047249671,0.273971479,-0.198632176,0.208097946,0.340316871,0.242110303,-0.419378922,0.032606998,1.257301543,-0.034997946,-0.598105823,-0.140624872,-0.549572834,0.194574748,-0.149922196,0.61973846,0.89182738,0.083547017,0.967581545,-0.261165792
"PAPPA",0.446414368,0.48990175,0.157613041,-0.460714533,1.184368519,0.81633549,1.096122614,0.728347763,0.579057474,0.405792171,1.0701051,-4.193733422,0.701066885,-0.037311635,1.043025745,0.265154026,0.182664177,0.234137914,0.89857274,-0.247409126,0.318365547,1.308019833,0.079638432,0.387899391,0.445854131,0.092195533,0.261161561,0.395570772,0.033345122,0.389833048,-1.67573548,0.169624009,0.043450799,0.810417962,0.261817392,0.105725343
"PARK7",-0.381003325,0.183518559,0.204933593,-0.267715685,-0.043432541,0.108288952,0.294203363,0.207860987,-0.121595703,0.035754861,0.145754253,-0.333259567,0.189932224,-0.095228534,0.009329238,-0.090214053,0.122400666,-0.019657074,0.191280827,0.095430578,-0.26250042,0.365437758,0.084143834,-0.108920185,-0.252521529,-0.140418617,0.005452556,0.028704035,-0.297317557,-0.048257212,-0.323664285,-0.208795426,0.056952626,-0.376242026,0.036244214,-0.352723383
"PCNA",0.020203571,0.251474503,0.127280664,-0.089498151,-0.109121722,0.261220835,0.243014032,0.088695483,0.044647574,0.357893592,0.105402681,-0.178803153,-0.02358682,0.066361106,0.066558351,0.024722429,0.077652556,0.200944401,0.058391795,0.056727087,-0.143266079,0.182674789,0.065712841,-0.178815779,-0.370938404,-0.107289541,0.117436603,-0.02611284,-0.237805977,-0.099419369,-0.09989857,-0.31737424,0.035509536,-0.058343986,0.053216677,-0.11321061
"PCSK7",-0.49011508,0.213398014,0.55986422,-0.662252124,-0.198944448,0.347253451,0.320089095,-0.07119642,-0.149985468,0.349452472,-0.394408421,-0.21793242,-0.397234854,-0.65449247,0.164900635,-0.44171121,-0.032492109,-0.706117321,0.12577678,0.295998961,-0.568579362,0.25926341,-0.097274305,-0.248380444,-0.549737356,-0.110597841,0.451611517,-0.207045374,0.09149126,-0.030738251,-0.507066414,-0.535751906,-0.246336058,-0.745704648,-0.065734445,-0.326605545
"PCSK9",-0.129919477,0.212689256,-0.173732074,-0.605531283,-0.471948061,-0.188785347,-0.669633021,-0.092569268,0.344283956,0.692138065,0.171505769,-0.016361451,0.542776847,0.254391481,0.081660311,-0.366776994,-0.40597866,-0.205994256,-0.281623984,0.060511878,-0.715119849,0.134747749,-0.022508026,-0.058287529,-0.893016121,-0.474687087,0.03347392,-0.318791953,-0.020769233,-0.357152702,-0.168777351,-0.560559378,-0.624702992,0.206828655,-0.776372336,0.12057993
"PDCD1LG2",0.483069654,-0.034546642,-0.369664789,0.737272438,-0.124731398,-0.47447235,0.245913848,0.069156512,-0.13127995,-0.474556548,-0.521643478,0.086856549,0.178100671,0.328798724,-0.250652269,-0.530575443,0.062892657,0.060064471,0.094671907,-0.335214511,0.409685594,-0.107539078,0.139811287,0.394637947,0.401887133,0.112051326,-0.076966839,-0.131810377,0.174351326,0.196444053,0.143048613,0.009007006,0.303174154,-0.345656997,0.211553104,0.064305309
"PDE11A",0.409679604,-0.271525157,-0.817418898,1.049681813,-0.407806783,-1.09668747,-0.613653812,0.380147483,-0.185057526,-0.193779714,-1.235985366,0.007552777,-0.316110526,1.278594214,-0.606514678,-0.412381194,0.051927343,-0.258495671,-0.567948286,0.425741251,0.714956543,-0.017391377,-0.529335828,-0.034892721,1.471540816,0.036616248,-1.431216793,-0.403291416,-0.616385565,0.094085346,1.300655148,0.845963881,0.659802605,-0.08264056,0.277596058,-0.454003657
"PDE2A",1.116824254,-0.285616979,-0.342754322,1.203718244,-0.313891099,-0.613229711,0.018974187,-0.617921736,-0.274093469,-0.670365959,-0.783570336,1.207329053,-0.398482997,0.138880088,-0.31409989,-0.905090223,-0.312262254,0.045540784,-0.623400626,-0.583782169,-0.153707312,-1.166991446,0.118266637,0.991990838,0.293585832,0.145019159,0.115585576,-0.073473151,0.346011571,-0.096882197,0.813130004,0.298903505,0.064506604,-0.166636663,0.17148357,0.266332571
"PDE3A",1.014950341,-0.081936523,-0.064561933,0.490322543,-0.201552432,-0.028037289,0.26363604,-0.585522544,-0.204541459,-0.292364811,-0.494831014,1.405143952,0.278650107,0.111294598,-0.023268915,-1.044460299,-0.463766073,0.645223802,0.185088948,-0.684569073,-0.283618892,-0.607844892,0.283503081,1.357400826,0.557601801,0.572041412,1.118480353,0.099241853,0.851701416,-0.205083946,0.77960803,0.127859019,0.115763768,-0.268985084,0.358208275,0.59779989
"PDE4D",-0.14895031,-0.056746039,0.133035252,-0.347257801,-0.007633937,0.036051808,-0.011272947,0.073240852,-0.062171286,0.019906979,0.382466434,0.106276589,0.144218388,-0.348042156,-0.056616325,0.05976076,0.084470296,0.113860462,-0.097094146,-0.079659449,-0.307697601,-0.017687081,-0.383459484,0.032086476,-0.050317384,-0.043960192,0.158604957,0.042166932,0.037316083,-0.17131106,-0.571408482,-0.209641534,0.236637904,-0.325575872,-0.028268887,-0.011124938
"PDE5A",-0.624738699,-0.30131795,-0.938347727,-0.125941082,-1.03207709,-0.54464724,-0.794184095,0.815199812,-0.301255422,-0.347932834,-2.296539515,-0.883754781,-0.404390846,0.334495963,-0.704412573,-0.228197739,0.230748736,-0.673142472,-0.766181415,1.704756337,0.750576862,-0.132033249,-0.458163799,-0.977638125,2.775143855,0.119517291,-0.78644498,-0.447496944,-1.116559757,0.104001648,0.794267492,0.475097383,-0.039313666,-0.894431729,0.014352377,-0.413682499
"PDE7A",0.749856829,2.029865624,-0.013205539,0.441548628,-0.059576756,0.059963562,0.085378362,-0.255343432,-0.097652126,-0.363433039,-0.515120182,0.499604795,0.150559677,0.202360233,-0.339651173,-0.620779497,0.106873279,0.15122063,-0.064146634,-0.394095751,-0.13708495,-0.374956421,0.088653994,0.611711206,0.245306813,-0.004819028,0.268974404,-0.063204685,0.346899026,0.041455997,0.432145475,0.164508911,0.164943108,-0.275782069,0.184990515,0.346917231
"PDE9A",-0.282464703,0.120325802,0.263595511,-0.691062531,0.091247215,0.534031257,0.232265618,-0.005954528,0.121100027,0.203610268,0.294821146,-0.931400786,0.009953951,-0.705504313,0.27897595,0.323048367,0.146054163,0.157400169,0.178765489,0.027311822,-0.166334843,0.355968006,-0.00186467,-0.408815222,-0.676985899,-0.330447972,0.33776881,-0.030316275,-0.044080109,-0.16018199,-0.629563017,-0.317546995,-0.034765418,0.197171894,-0.149984791,-0.113372308
"PDGFA",0.047864897,0.089372049,-1.225739374,0.471223347,-1.075674219,-0.783972379,-0.841762726,0.712716658,-0.657380226,-0.271154797,-1.958185649,-0.089841198,0.298203808,0.870372121,-0.903869328,-0.674043334,0.026548817,-0.615893502,-1.128879581,1.014035856,0.614515943,-0.436653216,-0.195211507,-0.112316678,2.730826318,-0.221774713,-0.961215276,-0.251298622,-0.840547983,0.427573179,0.886355447,0.869836599,0.329633046,-1.10030856,0.032517609,-0.445179707
"PDGFB",-0.218873863,0.139917999,-1.280682863,0.646310438,-1.086577725,-0.411028009,-0.946143395,1.363886869,-0.51344591,-0.255516655,-3.101702846,-0.90250569,0.170440475,1.157741836,-1.021618743,-0.520161669,-0.069835531,-0.641917732,-1.025557542,1.500002845,0.959032311,-0.179621229,-0.322238116,-0.846325796,3.230662702,-0.256371936,-1.362180955,-0.378854348,-1.306011776,0.378643754,1.057519618,1.113198278,0.233773411,-1.064708148,0.355472756,-0.72528213
"PDGFC",-0.343355946,0.042277937,0.226190864,-0.83404058,-0.026306895,0.24315298,0.1908079,0.015414487,0.116009126,0.489268041,0.384604796,-0.813713649,0.020990477,-0.426653871,0.809471633,0.455381129,0.103872295,0.046265372,0.309323208,0.141025675,-0.184440933,0.79186384,0.13561303,-0.3264062,-1.045020943,-0.289794839,0.363004136,-0.027225975,-0.054824025,-0.16608498,-0.271939959,-0.129107603,-0.116882206,0.396491097,-0.198650755,-0.146415786
"PDGFRB",-0.297777864,0.046763145,0.264713448,-0.758507426,-0.081066613,0.67642751,0.505435819,-0.04681754,0.149515566,0.109577167,-0.33447317,-0.788717375,0.128258198,-0.295659889,0.398239586,-0.002012818,0.160312988,-0.551397434,0.552216252,-0.125299297,-0.332991585,0.727749813,0.120071976,-0.17714787,-0.572419575,-0.3431176,0.483194508,0.08062252,-0.058267884,-0.08773001,-0.094989488,-0.453475241,-0.236034573,-0.386986231,0.02081987,0.165005016
"PDIA3",0.463376351,-0.367412537,-1.159386736,1.542060665,-0.621992105,-1.232395817,-0.626452757,0.47412747,-0.314361817,-0.410248402,-1.744423627,0.001764817,-0.602751671,1.268259515,-0.875488724,-0.574061937,0.112533605,-0.19032238,-0.85264668,0.201252921,0.614466244,-0.201532255,-0.097264482,-0.006263319,2.011908772,0.204564562,-1.445381833,-0.395684643,-0.674933464,0.247734491,1.483973403,0.99554432,0.924490738,-0.308678086,0.667840005,-0.19027371
"PDK1",0.158065446,0.160680477,-0.239006218,0.815180062,0.248086459,-0.447693875,0.007216002,0.689219368,-0.285491627,0.064537004,-0.541624536,0.528343774,1.133573978,0.411879584,-0.37265582,0.893943272,0.028439346,0.203046404,0.089597436,0.525343533,0.753848943,1.028454997,-0.76963786,-0.176083823,0.307871423,0.039086495,-1.058525689,0.452886475,0.207330496,0.188746794,1.41265217,1.655179597,1.498163414,0.560718431,1.071074844,0.441729875
"PDPK1",-0.493164542,-0.084248743,-0.579608804,0.884324811,-0.211254353,-0.343369507,-0.97271594,0.71289003,-0.714394568,0.704139557,-2.228684167,0.178165553,0.345072773,1.906404986,-0.091758592,-0.497689491,-0.093490943,-0.983192694,-0.397936962,2.059367057,0.471859124,1.22875415,-0.704980783,-0.273969416,3.074927235,0.040277775,-1.040529478,1.170780613,-0.561315196,-0.092697175,2.118186678,1.356464034,0.032886125,-0.819666829,0.13257456,-0.785083622
"PDXP",1.653743249,-0.128685426,-1.087971436,1.839720373,-0.780913036,-1.195001515,-0.378066759,-0.840960399,-0.345802615,-1.209258887,-1.798413636,2.184911127,0.383376214,1.096757649,-0.786399545,-1.736707836,-0.260467965,0.065837704,-0.069061528,-0.889244445,0.956745289,-1.811640178,0.458017557,2.076252984,2.265812635,0.728681635,0.415043226,-0.058400543,1.344961763,0.36367633,2.109292887,0.612760506,0.007994332,-1.113786322,-0.09534155,1.161036206
"PEBP1",2.118628057,0.32598132,-0.719042317,2.248171512,-0.684031136,-1.225057001,-0.346954709,-1.028063307,-0.313785293,-1.5462886,-1.379930496,2.863853725,0.43795096,0.632573445,-0.716762483,-1.717082443,-0.265053816,0.220329744,0.019715467,-1.422798926,0.646493534,-2.362039978,1.018972537,2.131265289,1.447936247,0.831297119,0.885263073,-0.174932798,1.575651793,0.244484161,2.103225309,0.612001141,0.243206723,-1.201408943,-0.239522699,1.173160719
"PECAM1",0.386232104,0.016074763,-0.114851979,0.542017855,-0.076510737,-0.286340424,0.020247392,0.02844843,-0.117923573,-0.201813862,-0.242976753,0.109606367,0.08750625,0.170969323,-0.185246626,-0.229004797,0.004847152,0.190700644,-0.208388735,-0.033000415,-0.001029149,-0.198725457,0.052880535,0.234850738,0.148013485,-0.024692446,-0.102902853,-0.047150474,0.017652493,0.00539456,0.220510857,0.158740378,0.159312006,0.004601902,0.125453961,0.057078016
"PES1",1.046533084,-0.032514104,-0.310888797,0.85940167,-0.084434686,-0.281504014,0.13132674,-0.329980516,-0.064766216,-0.655174522,-0.559398831,0.919950245,0.166897309,0.303344821,-0.232426108,-0.75340272,-0.096090227,0.294272376,0.046234519,-0.666791689,0.090424716,-0.719325169,0.202335409,0.844668205,0.373440815,0.369274454,0.534557204,0.020627502,0.680087608,0.048854692,0.575253344,0.101002438,0.177152902,-0.354552679,0.202243883,0.605172476
"PF4",0.113512954,-0.109997406,-2.729099223,2.940932591,-1.354875454,-2.307319726,-1.740302058,1.778484004,-1.452678329,-1.470605783,-4.045553295,-0.590176665,0.591807799,2.780072509,-2.45233012,-0.977096785,-0.142310515,-0.993624226,-2.023602369,2.552463802,1.412689814,-1.332893198,-0.621371625,-0.580205052,4.623898305,-0.723377443,-2.827428096,-0.568592466,-2.342837356,0.704157376,3.459488592,2.359532498,0.750039121,-1.466647889,0.257325473,-1.32883147
"PFDN5",1.464716745,-0.013065248,-0.161953716,0.297519587,-0.122481228,-0.519451318,-0.156076293,-0.462445157,-0.229472826,-1.025525163,-0.586623253,0.582682305,0.184335336,0.070754643,-0.262550299,-1.004817429,-0.046563805,-0.227651979,0.200214025,-0.392062957,-0.327517093,-1.603334009,0.181877262,1.531902846,0.54721457,0.402076184,0.957030341,0.063727331,0.861161749,-0.004387595,0.634889985,0.241902167,0.432608161,-0.80423035,-0.235614097,0.646487015
"PGAM1",-0.66416776,-1.218703441,-0.011359081,-4.009676947,-1.704467916,2.463819642,-2.029122166,1.384780398,-4.281638887,4.804891151,0.337507982,-2.314921425,-0.039792154,0.893163809,-2.300231731,0.501504269,1.006925741,-0.926748898,-3.493335835,3.125912919,-1.996929931,3.437108966,-4.282010473,-3.068704358,1.653157643,-2.16506888,-6.673498131,-1.114457072,-2.197221488,-0.674463793,-1.781958371,2.097362935,-1.035706882,-2.499026664,-2.772519531,-2.42103624
"PGD",1.428029659,0.261562243,-1.255799818,1.937077394,-1.016261266,-1.504460547,-0.976018604,-0.486431285,-0.305625655,-0.192030243,-2.286827242,1.67746954,-0.088831369,1.232201368,-0.88661644,-2.321224307,-0.179434197,0.087760199,-0.694217226,0.19079738,1.060912026,-1.176775274,-0.090227073,1.480868735,2.683759837,0.720717568,-0.426783127,-0.726564781,0.296426654,0.195533069,1.96364574,0.929344988,0.379312528,-0.840757643,-0.160049248,1.065446905
"PGF",-0.32749918,0.109656803,0.160340266,-0.413240609,0.062354741,0.303100075,0.292450894,0.151957176,-0.060182927,0.408522091,0.21479822,-0.551610552,-0.067006688,-0.271524344,0.04058305,0.269570277,-0.006045876,-0.072246452,0.088471687,0.118228194,-0.317414632,0.377435623,0.045543398,-0.290392521,-0.715228747,-0.189047831,-0.106199404,-0.03130898,-0.192815465,-0.119384409,-0.332667039,0.002864623,0.016244451,-0.060154873,-0.104976557,-0.299187637
"PGK1",-0.039633187,0.040047763,0.012115247,0.121642266,-0.780361364,-0.570126853,0.101170977,0.112182133,-0.092255113,-0.533836695,-1.545193014,-0.468770744,0.127967322,0.509277319,-0.107438872,-0.549596732,0.156579885,-0.725950059,-1.185070711,0.698025467,0.856293383,0.010067501,0.547053655,-0.216591383,1.943193981,0.18931114,-0.581754952,-0.431051503,-0.824761469,0.241618346,1.578903524,0.867142473,-0.08728718,-0.562719032,0.302837001,0.326085192
"PGLYRP1",0.311944006,0.405102082,-0.158224248,1.279651587,-0.06580488,0.165575483,0.357605507,-0.1760949,0.099472974,-0.053029984,0.144547779,-0.513873515,0.199279861,-0.751813359,0.375907378,-0.04225166,-0.176149704,-0.189119292,0.605854669,-0.18745637,0.177638447,-0.547293386,0.537947681,0.529256134,-0.568884293,0.717631462,0.498836726,0.27048671,-0.297506623,0.176990219,0.730243966,-0.537269247,-0.096633176,-0.702161614,0.202732323,0.202981323
"PI3",-0.528809087,-1.134441058,0.040730469,-0.773965669,-0.308103137,0.452169288,0.736979741,0.371395174,0.201838162,0.273740982,0.149642689,0.646009666,0.052797429,-0.589369518,0.625072595,0.569806441,0.199518383,0.237454624,0.419174445,-0.097849265,-0.1701172,0.867720068,0.175287592,-0.498692683,-0.319380214,-0.503498495,0.589603117,0.517305295,0.016621094,0.132493172,-0.585146942,-0.28216005,-0.352893863,0.490204013,-0.062479211,-0.159320314
"PIGR",-0.062652881,0.086498543,-0.052634033,-0.572524923,-0.300545626,0.13385313,0.089159427,-0.394788888,-0.400340314,-0.107062787,0.044889055,-0.837727295,-0.19837535,-1.082179645,0.129833584,-0.102048357,0.239173841,-0.413053661,-0.640704391,-0.303525859,-0.962974805,-0.584653424,-0.012118864,-0.407737278,-0.734447402,-0.431111551,-0.120576345,0.125276483,-0.460194084,0.135698776,0.016783457,-0.658071915,0.013353859,-0.592674932,-0.498642158,-0.241569296
"PIK3CA",0.43500131,-0.257509693,-0.797735885,0.827974653,-0.542780916,-0.667492814,-0.811834029,0.054805323,-0.544601442,-0.441489546,-1.462768923,0.532321567,-0.088190543,1.024875055,-0.466073385,-0.454853796,0.129538289,-0.743189866,-0.488363719,0.601241097,0.416032942,-0.398453744,-0.326133925,0.17062023,1.241767146,0.251221711,-0.292002251,0.012951746,-0.59014806,0.299847887,1.208931912,0.618417691,0.102749579,-1.047823742,0.199920101,-0.50693386
"PIK3CG",-0.378127067,-0.073506795,-0.292431988,-0.140187669,-0.011951299,-0.468910886,-0.558655124,0.457056425,-0.267666787,0.117779391,-0.500418886,-0.309140672,-0.015588358,0.476783499,-0.211760977,0.269624381,-0.098020331,-0.130697299,-0.326003246,0.60751468,0.271495798,0.151751167,-0.558644824,-0.422355753,0.810586553,-0.050595459,-0.868817699,0.153954146,-0.461457548,0.044927644,0.319880266,0.41935553,0.043246706,-0.106288354,-0.079348465,-0.432644443
"PIM1",-0.032443798,0.088039586,0.026866606,-0.086987461,0.163489308,0.151200099,0.191715606,0.142490717,0.026912292,0.100894463,0.153291108,0.04061127,-0.045433472,-0.29501265,-0.018975301,0.229413653,0.059243065,0.27609214,-0.076018942,-0.039340349,-0.16001173,0.154006116,0.056680195,-0.129290069,-0.271377016,-0.247799583,-0.0602476,-0.015894499,-0.072669068,-0.212951721,-0.20520125,-0.081556313,-0.013234415,0.029270249,0.044301547,-0.123025828
"PKM2",-0.108809211,-0.137389415,-1.157159988,0.905040119,-1.01035436,-0.889514747,-1.121230446,0.796267651,-0.420777785,-0.203959456,-2.769502887,-0.329239205,-0.418070972,0.924972751,-0.711590118,-0.490513518,0.199095231,-0.699949198,-0.796142409,1.996033004,0.884350388,0.07691528,-0.417622873,-0.788061772,2.783663899,-0.170591933,-1.129980221,-0.493616571,-0.999622822,0.163527287,1.198870068,0.768002318,0.059595298,-0.720356129,0.033670131,-0.467089234
"PLA2G10",0.885649888,0.098032083,-0.172452396,0.773034849,0.067269143,-0.291287762,0.326108092,0.028628831,-0.032053466,-0.429089278,-0.514141985,0.554165985,0.294435912,0.321369884,-0.29425508,-0.438432305,-0.011679249,0.186244044,0.135122291,-0.376908265,-0.004602951,-0.434711846,0.27635011,0.858154323,0.192645078,-0.11145164,0.378560446,0.009227964,0.467253373,0.08942476,0.427490561,0.172481942,0.211039768,-0.183440121,0.227472998,0.404342898
"PLA2G1B",-0.502595158,0.005563098,0.253894507,-1.027576244,-0.089860074,0.550528053,0.22101065,0.318529518,0.08790581,0.074896307,0.324996114,-0.566635593,0.266451635,-0.020531636,0.12772501,0.702846503,0.233373661,-0.690175479,0.160679354,0.394711738,-0.22576088,0.280755854,-0.160317485,-0.395076679,-0.485548361,-0.058182061,0.221652464,-0.152789754,-0.043509891,-0.199992719,-0.644037081,-0.215985301,0.375819915,-0.328856572,-0.166396452,-0.035297052
"PLA2G2A",0.19810319,0.451066123,0.38889763,-0.417816713,0.255521023,0.44433031,0.281976933,0.233472742,0.556452735,0.57603881,0.228380561,-0.251706799,0.306566552,-0.497771777,0.532508893,0.010952342,0.104496461,0.23643063,0.200682862,-0.019719934,-0.055371812,0.953995741,-0.18937419,-0.237496206,-0.279453817,-0.517249433,0.303508202,0.310786579,0.081027115,0.146585603,-1.05097422,-0.042307114,1.813991854,-0.187301203,0.357237795,0.158811941
"PLA2G2E",-0.023486918,0.048422487,0.089308513,-0.005345301,0.034869159,0.181777631,0.127781477,0.089581186,0.060120992,0.105602987,0.165962305,-0.252638708,0.025739644,-0.04651671,0.037474705,0.063556021,0.103585964,0.086326084,0.020809682,0.130050682,-0.121490543,0.212236916,-0.00215569,-0.191936032,-0.253276734,-0.131995546,-0.014070101,0.069355172,-0.089435084,-0.039409482,-0.228520606,-0.005132325,-0.027428489,0.004447428,0.021654366,-0.136590106
"PLA2G5",1.091963623,-0.117702215,-0.427065596,1.136827507,-0.103226219,-0.60659028,-0.115135711,-0.40791541,-0.317435167,-0.599965568,-0.953560888,1.00039815,0.120570321,0.704305485,-0.567684509,-0.688647515,-0.0827522,0.178006008,-0.079997554,-0.562631783,0.121570038,-0.772155954,0.118344245,1.063971227,0.499933024,0.24260769,0.344005995,-0.088921688,0.47766163,0.136387481,0.963887056,0.400425684,0.377259966,-0.48143697,0.402422663,0.555183668
"PLA2G7",0.465939679,-0.276938984,-0.152137918,1.237797114,-0.206704436,-0.700942545,0.188269588,0.233559512,-0.231487687,-0.218437798,-0.638508571,0.776773892,-0.096605065,0.156662589,-0.250879637,-0.254293974,-0.138770479,0.122327105,-0.14443638,-0.390130969,-0.223428442,-0.277483318,0.403175398,0.365129941,-0.129220084,-0.048818767,-0.488002464,-0.114005912,-0.079382973,0.022875867,0.860947821,0.284602559,0.466677777,0.406258395,-0.02356304,0.050054142
"PLAT",-0.025360527,-0.686795376,-0.326706001,-0.518260857,-0.651418995,-0.018859027,-0.728940793,-1.040599621,0.236854201,0.240711737,0.7194127,0.300430638,-0.17714734,0.289028694,-0.353084685,0.181062272,0.083106751,-0.151493988,-0.344751328,-0.440868741,-0.19764474,-0.380969918,-1.071565562,-0.522588166,-1.396417749,-0.38817374,-0.440398825,-0.531278724,-0.005779627,-0.437532137,-0.256315563,-0.195047568,-0.22609812,0.117864169,-0.264670536,-0.020667059
"PLAU",-0.199933031,0.236803431,0.170279561,-0.998508965,0.104854199,0.472793209,0.289724929,0.275803968,0.260450748,0.380127578,0.388506869,-0.477940069,-0.140728398,-0.648229618,0.546092165,0.220677519,-0.07438563,0.307664848,0.318658608,-0.326959068,-0.31130148,0.58823328,0.346401142,0.190230411,-0.254290805,-0.070659365,0.629576292,0.215111073,0.212639457,0.26743916,-0.915184909,-0.371341109,0.000143838,0.129954443,-0.045756241,0.090307234
"PLAUR",-0.088740254,0.042039251,0.405530479,-0.929831968,0.219534566,0.694560357,0.523687634,0.322560822,0.206110431,0.604390555,0.671491314,-0.723468578,0.345069538,-0.830426362,0.549809351,0.348519966,0.135093274,0.094936791,0.667516196,-0.021339422,-0.177809693,0.795346058,0.130948987,-0.351228596,-0.050563176,-0.219610551,0.64257009,0.426411365,0.320461105,0.102339942,-1.058837925,-0.101714004,-0.005217709,0.195769295,-0.178953088,-0.100822267
"PLCG1",0.032916984,0.052839047,0.01160561,-0.162419709,0.016296625,0.006835486,-0.012643128,0.053781864,-0.120257438,-0.056359968,-0.070235441,0.001432809,-0.055101119,-0.043943348,0.094725957,-0.015444098,-0.07126608,0.08329405,-0.244352226,-0.329593286,-0.089122027,-0.411553642,0.053307187,-0.04921742,-0.096549113,-0.195674303,-0.020471951,0.056750186,-0.062396537,-0.01768478,0.029735081,-0.052487838,-0.243987117,-0.500122785,-0.078636992,-0.289976522
"PLG",0.0226464733333333,-0.0703492803333333,0.043304402,0.079785159,0.0729329013333333,0.0245338673333333,0.115554784666667,0.0368343756666667,-0.0597909646666667,-0.053300447,-0.205757638333333,0.181697999333333,-0.0155730423333333,0.008507432,-0.140812986333333,-0.0332355996666667,0.093020697,0.123613332333333,-0.0577263543333333,-0.148266089333333,-0.205365177,-0.290428613,-0.096689641,-0.025064104,-0.312636296333333,-0.148162338333333,0.231299510666667,-0.118804677,-0.0802342596666667,-0.0703634093333333,-0.308775291666667,-0.069627932,0.101504628333333,-0.0492161036666667,0.385638071,0.028576028
"PLK1",-0.221599514,0.165544462,0.170415131,0.085744647,0.109520497,0.218999956,0.217310267,0.082581692,0.117356951,0.27556459,0.22702387,-0.053018382,0.020921985,-0.134739739,0.147260279,0.110602641,0.078803868,0.167663673,0.117310375,0.166510337,-0.153100379,0.310734252,0.113035453,-0.135238173,-0.361601975,-0.166759618,0.12688163,-0.054934156,-0.165081438,-0.150892901,-0.267566575,-0.112529933,-0.053341847,0.074869011,-0.015715788,-0.128864816
"PLXNC1",0.014755726,0.067870782,0.223109206,-0.603500598,-0.033509262,0.192544365,0.071725053,-0.321137938,0.113670255,0.216206662,0.13274329,-0.323794166,0,-0.531074335,0.338807413,-0.00926664,0.000714854,0.005895779,0.277784319,-0.027533562,-0.439618743,0.248411575,-0.021363862,-0.18214854,-0.608753064,-0.08063724,0.229555458,0.154320564,0.051341696,-0.097601944,-0.400701047,-0.473345203,-0.363231866,-0.229365863,-0.131401686,-0.056782863
"POMC",-0.0640225445,0.1098190845,0.1366273715,-0.467706202,0.055593118,0.3435203965,0.2311710295,0.1037260705,0.3345893075,0.082867702,0.1195673405,-0.536027441,0.18022306,-0.335908051,0.014684335,0.1326853235,0.176280548,0.0125573625,0.301298135,-0.0459236695,-0.019882465,0.4419764725,0.1959952815,0.046581415,-0.6435587545,-0.2863761365,0.010950913,-0.011747315,-0.176267155,-0.00618284349999999,-0.3846221745,-0.180690435,0.0623488675,-0.00236758699999999,-0.0002881945,-0.0746069115
